,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
8758,ARG,South America,Argentina,2020-01-01,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,,,,,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8759,ARG,South America,Argentina,2020-01-02,,,,,,,,,,,,,,,,,,,,,,99.0,95.0,0.002,0.002,,,,,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8760,ARG,South America,Argentina,2020-01-03,,,,,,,,,,,,,,,,,,,,,,104.0,5.0,0.002,0.0,,,,,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8761,ARG,South America,Argentina,2020-01-04,,,,,,,,,,,,,,,,,,,,,,180.0,76.0,0.004,0.002,,,,,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8762,ARG,South America,Argentina,2020-01-05,,,,,,,,,,,,,,,,,,,,,,194.0,14.0,0.004,0.0,,,,,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8763,ARG,South America,Argentina,2020-01-06,,,,,,,,,,,,,,,,,,,,,,248.0,54.0,0.005,0.001,,,,,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8764,ARG,South America,Argentina,2020-01-07,,,,,,,,,,,,,,,,,,,,,,279.0,31.0,0.006,0.001,,,0.168,6.0,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8765,ARG,South America,Argentina,2020-01-08,,,,,,,,,,,,,,,,,,,,,,284.0,5.0,0.006,0.0,40.0,0.001,0.164,6.1,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8766,ARG,South America,Argentina,2020-01-09,,,,,,,,,,,,,,,,,,,,,,285.0,1.0,0.006,0.0,27.0,0.001,0.14,7.1,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8767,ARG,South America,Argentina,2020-01-10,,,,,,,,,,,,,,,,,,,,,,364.0,79.0,0.008,0.002,37.0,0.001,0.104,9.6,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8768,ARG,South America,Argentina,2020-01-11,,,,,,,,,,,,,,,,,,,,,,365.0,1.0,0.008,0.0,26.0,0.001,0.103,9.7,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8769,ARG,South America,Argentina,2020-01-12,,,,,,,,,,,,,,,,,,,,,,405.0,40.0,0.009,0.001,30.0,0.001,0.076,13.2,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8770,ARG,South America,Argentina,2020-01-13,,,,,,,,,,,,,,,,,,,,,,408.0,3.0,0.009,0.0,23.0,0.001,0.05,20.0,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8771,ARG,South America,Argentina,2020-01-14,,,,,,,,,,,,,,,,,,,,,,410.0,2.0,0.009,0.0,19.0,0.0,0.038,26.3,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8772,ARG,South America,Argentina,2020-01-15,,,,,,,,,,,,,,,,,,,,,,476.0,66.0,0.011,0.001,27.0,0.001,0.026,38.5,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8773,ARG,South America,Argentina,2020-01-16,,,,,,,,,,,,,,,,,,,,,,478.0,2.0,0.011,0.0,28.0,0.001,0.026,38.5,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8774,ARG,South America,Argentina,2020-01-17,,,,,,,,,,,,,,,,,,,,,,484.0,6.0,0.011,0.0,17.0,0.0,0.042,23.8,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8775,ARG,South America,Argentina,2020-01-18,,,,,,,,,,,,,,,,,,,,,,487.0,3.0,0.011,0.0,17.0,0.0,0.049,20.4,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8776,ARG,South America,Argentina,2020-01-19,,,,,,,,,,,,,,,,,,,,,,531.0,44.0,0.012,0.001,18.0,0.0,0.111,9.0,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8777,ARG,South America,Argentina,2020-01-20,,,,,,,,,,,,,,,,,,,,,,536.0,5.0,0.012,0.0,18.0,0.0,0.117,8.5,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8778,ARG,South America,Argentina,2020-01-21,,,,,,,,,,,,,,,,,,,,,,537.0,1.0,0.012,0.0,18.0,0.0,0.118,8.5,tests performed,,,,,,,,,,,,,,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8779,ARG,South America,Argentina,2020-01-22,,,,,,,,,,,,,,,,,,,,,,539.0,2.0,0.012,0.0,9.0,0.0,0.222,4.5,tests performed,,,,,,,,,,,,,,0.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8780,ARG,South America,Argentina,2020-01-23,,,,,,,,,,,,,,,,,,,,,,540.0,1.0,0.012,0.0,9.0,0.0,0.226,4.4,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8781,ARG,South America,Argentina,2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8782,ARG,South America,Argentina,2020-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8783,ARG,South America,Argentina,2020-01-26,,,,,,,,,,,,,,,,,,,,,,542.0,2.0,0.012,0.0,2.0,0.0,0.241,4.1,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8784,ARG,South America,Argentina,2020-01-27,,,,,,,,,,,,,,,,,,,,,,563.0,21.0,0.012,0.0,4.0,0.0,0.184,5.4,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8785,ARG,South America,Argentina,2020-01-28,,,,,,,,,,,,,,,,,,,,,,564.0,1.0,0.012,0.0,4.0,0.0,0.152,6.6,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8786,ARG,South America,Argentina,2020-01-29,,,,,,,,,,,,,,,,,,,,,,567.0,3.0,0.013,0.0,4.0,0.0,0.161,6.2,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8787,ARG,South America,Argentina,2020-01-30,,,,,,,,,,,,,,,,,,,,,,586.0,19.0,0.013,0.0,7.0,0.0,0.163,6.1,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8788,ARG,South America,Argentina,2020-01-31,,,,,,,,,,,,,,,,,,,,,,588.0,2.0,0.013,0.0,7.0,0.0,0.163,6.1,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,-755.5,-2.85,-2.85,-16.775457
8789,ARG,South America,Argentina,2020-02-01,,,,,,,,,,,,,,,,,,,,,,625.0,37.0,0.014,0.001,12.0,0.0,0.094,10.6,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8790,ARG,South America,Argentina,2020-02-02,,,,,,,,,,,,,,,,,,,,,,628.0,3.0,0.014,0.0,12.0,0.0,0.116,8.6,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8791,ARG,South America,Argentina,2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8792,ARG,South America,Argentina,2020-02-04,,,,,,,,,,,,,,,,,,,,,,629.0,1.0,0.014,0.0,9.0,0.0,0.138,7.2,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8793,ARG,South America,Argentina,2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8794,ARG,South America,Argentina,2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8795,ARG,South America,Argentina,2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8796,ARG,South America,Argentina,2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8797,ARG,South America,Argentina,2020-02-09,,,,,,,,,,,,,,,,,,,,,,630.0,1.0,0.014,0.0,0.0,0.0,0.095,10.5,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8798,ARG,South America,Argentina,2020-02-10,,,,,,,,,,,,,,,,,,,,,,635.0,5.0,0.014,0.0,1.0,0.0,0.5,2.0,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8799,ARG,South America,Argentina,2020-02-11,,,,,,,,,,,,,,,,,,,,,,639.0,4.0,0.014,0.0,1.0,0.0,0.364,2.7,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8800,ARG,South America,Argentina,2020-02-12,,,,,,,,,,,,,,,,,,,,,,646.0,7.0,0.014,0.0,2.0,0.0,0.222,4.5,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8801,ARG,South America,Argentina,2020-02-13,,,,,,,,,,,,,,,,,,,,,,647.0,1.0,0.014,0.0,3.0,0.0,0.222,4.5,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8802,ARG,South America,Argentina,2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8803,ARG,South America,Argentina,2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8804,ARG,South America,Argentina,2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8805,ARG,South America,Argentina,2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8806,ARG,South America,Argentina,2020-02-18,,,,,,,,,,,,,,,,,,,,,,648.0,1.0,0.014,0.0,1.0,0.0,0.263,3.8,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8807,ARG,South America,Argentina,2020-02-19,,,,,,,,,,,,,,,,,,,,,,649.0,1.0,0.014,0.0,0.0,0.0,0.3,3.3,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8808,ARG,South America,Argentina,2020-02-20,,,,,,,,,,,,,,,,,,,,,,651.0,2.0,0.014,0.0,1.0,0.0,0.286,3.5,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8809,ARG,South America,Argentina,2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8810,ARG,South America,Argentina,2020-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8811,ARG,South America,Argentina,2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8812,ARG,South America,Argentina,2020-02-24,,,,,,,,,,,,,,,,,,,,,,652.0,1.0,0.014,0.0,1.0,0.0,0.353,2.8,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8813,ARG,South America,Argentina,2020-02-25,,,,,,,,,,,,,,,,,,,,,,673.0,21.0,0.015,0.0,4.0,0.0,0.118,8.5,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8814,ARG,South America,Argentina,2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8815,ARG,South America,Argentina,2020-02-27,,,,,,,,,,,,,,,,,,,,,,678.0,5.0,0.015,0.0,4.0,0.0,0.097,10.3,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8816,ARG,South America,Argentina,2020-02-28,,,,,,,,,,,,,,,,,,,,,,689.0,11.0,0.015,0.0,5.0,0.0,0.049,20.4,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8817,ARG,South America,Argentina,2020-02-29,,,,,,,,,,,,,,,,,,,,,,690.0,1.0,0.015,0.0,6.0,0.0,0.024,41.7,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,-262.4,-0.52,2.07,-5.8264456
8818,ARG,South America,Argentina,2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,,,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8819,ARG,South America,Argentina,2020-03-02,,,,,,,,,,,,,,,,,,,,,,696.0,6.0,0.015,0.0,6.0,0.0,0.022,45.5,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8820,ARG,South America,Argentina,2020-03-03,1.0,1.0,,,,,0.022,0.022,,,,,,,,,,,,,,704.0,8.0,0.016,0.0,4.0,0.0,0.019,52.6,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8821,ARG,South America,Argentina,2020-03-04,1.0,0.0,,,,,0.022,0.0,,,,,,,,,,,,,,710.0,6.0,0.016,0.0,5.0,0.0,0.027,37.0,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8822,ARG,South America,Argentina,2020-03-05,1.0,0.0,,,,,0.022,0.0,,,,,,,,,,,,,,717.0,7.0,0.016,0.0,6.0,0.0,0.023,43.5,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8823,ARG,South America,Argentina,2020-03-06,2.0,1.0,,,,,0.044,0.022,,,,,,,,,,,,,,729.0,12.0,0.016,0.0,6.0,0.0,0.176,5.7,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8824,ARG,South America,Argentina,2020-03-07,8.0,6.0,,,,,0.176,0.132,,,,,,,,,,,,,,738.0,9.0,0.016,0.0,7.0,0.0,0.204,4.9,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8825,ARG,South America,Argentina,2020-03-08,12.0,4.0,1.714,1.0,1.0,,0.264,0.088,0.038,0.022,0.022,,,,,,,,,,,767.0,29.0,0.017,0.001,11.0,0.0,0.169,5.9,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8826,ARG,South America,Argentina,2020-03-09,12.0,0.0,1.714,1.0,0.0,,0.264,0.0,0.038,0.022,0.0,,,,,,,,,,,781.0,14.0,0.017,0.0,12.0,0.0,0.235,4.3,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8827,ARG,South America,Argentina,2020-03-10,17.0,5.0,2.286,1.0,0.0,,0.374,0.11,0.05,0.022,0.0,,,,,,,,,,,818.0,37.0,0.018,0.001,16.0,0.0,0.246,4.1,tests performed,,,,,,,,,,,,,,11.11,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8828,ARG,South America,Argentina,2020-03-11,19.0,2.0,2.571,1.0,0.0,,0.417,0.044,0.057,0.022,0.0,,,,,,,,,,,853.0,35.0,0.019,0.001,20.0,0.0,0.231,4.3,tests performed,,,,,,,,,,,,,,25.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8829,ARG,South America,Argentina,2020-03-12,19.0,0.0,2.571,1.0,0.0,,0.417,0.0,0.057,0.022,0.0,,,,,,,,,,,900.0,47.0,0.02,0.001,26.0,0.001,0.246,4.1,tests performed,,,,,,,,,,,,,,25.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8830,ARG,South America,Argentina,2020-03-13,31.0,12.0,4.143,2.0,1.0,0.286,0.681,0.264,0.091,0.044,0.022,0.006,,,,,,,,,,988.0,88.0,0.022,0.002,37.0,0.001,0.17,5.9,tests performed,,,,,,,,,,,,,,25.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8831,ARG,South America,Argentina,2020-03-14,34.0,3.0,3.714,2.0,0.0,0.286,0.747,0.066,0.082,0.044,0.0,0.006,,,,,,,,,,1037.0,49.0,0.023,0.001,43.0,0.001,0.167,6.0,tests performed,,,,,,,,,,,,,,25.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8832,ARG,South America,Argentina,2020-03-15,45.0,11.0,4.714,2.0,0.0,0.143,0.989,0.242,0.104,0.044,0.0,0.003,,,,,,,,,,1119.0,82.0,0.025,0.002,50.0,0.001,0.165,6.1,tests performed,,,,,,,,,,,,,,25.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8833,ARG,South America,Argentina,2020-03-16,56.0,11.0,6.286,2.0,0.0,0.143,1.23,0.242,0.138,0.044,0.0,0.003,,,,,,,,,,1225.0,106.0,0.027,0.002,63.0,0.001,0.142,7.0,tests performed,,,,,,,,,,,,,,41.67,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8834,ARG,South America,Argentina,2020-03-17,68.0,12.0,7.286,2.0,0.0,0.143,1.494,0.264,0.16,0.044,0.0,0.003,,,,,,,,,,1354.0,129.0,0.03,0.003,77.0,0.002,0.138,7.2,tests performed,,,,,,,,,,,,,,41.67,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8835,ARG,South America,Argentina,2020-03-18,79.0,11.0,8.571,2.0,0.0,0.143,1.736,0.242,0.188,0.044,0.0,0.003,,,,,,,,,,1557.0,203.0,0.034,0.004,101.0,0.002,0.151,6.6,tests performed,,,,,,,,,,,,,,41.67,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8836,ARG,South America,Argentina,2020-03-19,97.0,18.0,11.143,3.0,1.0,0.286,2.131,0.396,0.245,0.066,0.022,0.006,,,,,,,,,,1709.0,152.0,0.038,0.003,116.0,0.003,0.151,6.6,tests performed,,,,,,,,,,,,,,75.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8837,ARG,South America,Argentina,2020-03-20,128.0,31.0,13.857,3.0,0.0,0.143,2.813,0.681,0.304,0.066,0.0,0.003,,,,,,,,,,1941.0,232.0,0.043,0.005,136.0,0.003,0.156,6.4,tests performed,,,,,,,,,,,,,,88.89,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
8838,ARG,South America,Argentina,2020-03-21,158.0,30.0,17.714,4.0,1.0,0.286,3.472,0.659,0.389,0.088,0.022,0.006,2.38,,,,,,,,,2264.0,323.0,0.05,0.007,175.0,0.004,0.178,5.6,tests performed,,,,,,,,,,,,,,88.89,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
