,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
149325,MEX,North America,Mexico,2020-01-01,,,,,,,,,,,,,,,,,,,,,,25.0,25.0,0.0,0.0,,,,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149326,MEX,North America,Mexico,2020-01-02,,,,,,,,,,,,,,,,,,,,,,97.0,72.0,0.001,0.001,,,,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149327,MEX,North America,Mexico,2020-01-03,,,,,,,,,,,,,,,,,,,,,,186.0,89.0,0.001,0.001,,,,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149328,MEX,North America,Mexico,2020-01-04,,,,,,,,,,,,,,,,,,,,,,231.0,45.0,0.002,0.0,,,,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149329,MEX,North America,Mexico,2020-01-05,,,,,,,,,,,,,,,,,,,,,,312.0,81.0,0.002,0.001,,,,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,57.2,0.34,0.34,0.4539744
149330,MEX,North America,Mexico,2020-01-06,,,,,,,,,,,,,,,,,,,,,,478.0,166.0,0.004,0.001,,,,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149331,MEX,North America,Mexico,2020-01-07,,,,,,,,,,,,,,,,,,,,,,662.0,184.0,0.005,0.001,,,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149332,MEX,North America,Mexico,2020-01-08,,,,,,,,,,,,,,,,,,,,,,831.0,169.0,0.007,0.001,115.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149333,MEX,North America,Mexico,2020-01-09,,,,,,,,,,,,,,,,,,,,,,1022.0,191.0,0.008,0.002,132.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149334,MEX,North America,Mexico,2020-01-10,,,,,,,,,,,,,,,,,,,,,,1169.0,147.0,0.009,0.001,140.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149335,MEX,North America,Mexico,2020-01-11,,,,,,,,,,,,,,,,,,,,,,1214.0,45.0,0.01,0.0,140.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149336,MEX,North America,Mexico,2020-01-12,,,,,,,,,,,,,,,,,,,,,,1343.0,129.0,0.011,0.001,147.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,413.80002,1.24,2.15,3.2841716
149337,MEX,North America,Mexico,2020-01-13,,,,,,,,,,,,,,,,,,,,,,1568.0,225.0,0.012,0.002,156.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149338,MEX,North America,Mexico,2020-01-14,,,,,,,,,,,,,,,,,,,,,,1807.0,239.0,0.014,0.002,164.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149339,MEX,North America,Mexico,2020-01-15,,,,,,,,,,,,,,,,,,,,,,2073.0,266.0,0.016,0.002,177.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149340,MEX,North America,Mexico,2020-01-16,,,,,,,,,,,,,,,,,,,,,,2303.0,230.0,0.018,0.002,183.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149341,MEX,North America,Mexico,2020-01-17,,,,,,,,,,,,,,,,,,,,,,2488.0,185.0,0.02,0.001,188.0,0.001,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149342,MEX,North America,Mexico,2020-01-18,,,,,,,,,,,,,,,,,,,,,,2557.0,69.0,0.02,0.001,192.0,0.002,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149343,MEX,North America,Mexico,2020-01-19,,,,,,,,,,,,,,,,,,,,,,2678.0,121.0,0.021,0.001,191.0,0.002,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,431.2,0.87,0.11,3.4222686
149344,MEX,North America,Mexico,2020-01-20,,,,,,,,,,,,,,,,,,,,,,2970.0,292.0,0.023,0.002,200.0,0.002,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149345,MEX,North America,Mexico,2020-01-21,,,,,,,,,,,,,,,,,,,,,,3244.0,274.0,0.026,0.002,205.0,0.002,0.0,,people tested,,,,,,,,,,,,,,,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149346,MEX,North America,Mexico,2020-01-22,,,,,,,,,,,,,,,,,,,,,,3533.0,289.0,0.028,0.002,209.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149347,MEX,North America,Mexico,2020-01-23,,,,,,,,,,,,,,,,,,,,,,3797.0,264.0,0.03,0.002,213.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149348,MEX,North America,Mexico,2020-01-24,,,,,,,,,,,,,,,,,,,,,,4006.0,209.0,0.032,0.002,217.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149349,MEX,North America,Mexico,2020-01-25,,,,,,,,,,,,,,,,,,,,,,4111.0,105.0,0.032,0.001,222.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149350,MEX,North America,Mexico,2020-01-26,,,,,,,,,,,,,,,,,,,,,,4269.0,158.0,0.034,0.001,227.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,120.20001,0.18,-1.93,0.9539813
149351,MEX,North America,Mexico,2020-01-27,,,,,,,,,,,,,,,,,,,,,,4547.0,278.0,0.036,0.002,225.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149352,MEX,North America,Mexico,2020-01-28,,,,,,,,,,,,,,,,,,,,,,4793.0,246.0,0.038,0.002,221.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149353,MEX,North America,Mexico,2020-01-29,,,,,,,,,,,,,,,,,,,,,,5003.0,210.0,0.039,0.002,210.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149354,MEX,North America,Mexico,2020-01-30,,,,,,,,,,,,,,,,,,,,,,5234.0,231.0,0.041,0.002,205.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149355,MEX,North America,Mexico,2020-01-31,,,,,,,,,,,,,,,,,,,,,,5386.0,152.0,0.043,0.001,197.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149356,MEX,North America,Mexico,2020-02-01,,,,,,,,,,,,,,,,,,,,,,5452.0,66.0,0.043,0.001,192.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149357,MEX,North America,Mexico,2020-02-02,,,,,,,,,,,,,,,,,,,,,,5555.0,103.0,0.044,0.001,184.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,-521.2,-0.64,-3.98,-4.136564
149358,MEX,North America,Mexico,2020-02-03,,,,,,,,,,,,,,,,,,,,,,5695.0,140.0,0.045,0.001,164.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149359,MEX,North America,Mexico,2020-02-04,,,,,,,,,,,,,,,,,,,,,,5949.0,254.0,0.047,0.002,165.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149360,MEX,North America,Mexico,2020-02-05,,,,,,,,,,,,,,,,,,,,,,6182.0,233.0,0.049,0.002,168.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149361,MEX,North America,Mexico,2020-02-06,,,,,,,,,,,,,,,,,,,,,,6413.0,231.0,0.051,0.002,168.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149362,MEX,North America,Mexico,2020-02-07,,,,,,,,,,,,,,,,,,,,,,6584.0,171.0,0.052,0.001,171.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149363,MEX,North America,Mexico,2020-02-08,,,,,,,,,,,,,,,,,,,,,,6652.0,68.0,0.052,0.001,171.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149364,MEX,North America,Mexico,2020-02-09,,,,,,,,,,,,,,,,,,,,,,6782.0,130.0,0.054,0.001,175.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,-688.80005,-0.7,-1.04,-5.466741
149365,MEX,North America,Mexico,2020-02-10,,,,,,,,,,,,,,,,,,,,,,7111.0,329.0,0.056,0.003,202.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149366,MEX,North America,Mexico,2020-02-11,,,,,,,,,,,,,,,,,,,,,,7357.0,246.0,0.058,0.002,201.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149367,MEX,North America,Mexico,2020-02-12,,,,,,,,,,,,,,,,,,,,,,7619.0,262.0,0.06,0.002,205.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149368,MEX,North America,Mexico,2020-02-13,,,,,,,,,,,,,,,,,,,,,,7811.0,192.0,0.062,0.002,200.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149369,MEX,North America,Mexico,2020-02-14,,,,,,,,,,,,,,,,,,,,,,7974.0,163.0,0.063,0.001,199.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149370,MEX,North America,Mexico,2020-02-15,,,,,,,,,,,,,,,,,,,,,,8050.0,76.0,0.064,0.001,200.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149371,MEX,North America,Mexico,2020-02-16,,,,,,,,,,,,,,,,,,,,,,8153.0,103.0,0.064,0.001,196.0,0.002,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,-1399.0,-1.23,-4.49,-11.103325
149372,MEX,North America,Mexico,2020-02-17,,,,,,,,,,,,,,,,,,,,,,8400.0,247.0,0.066,0.002,184.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149373,MEX,North America,Mexico,2020-02-18,,,,,,,,,,,,,,,,,,,,,,8655.0,255.0,0.068,0.002,185.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149374,MEX,North America,Mexico,2020-02-19,,,,,,,,,,,,,,,,,,,,,,8840.0,185.0,0.07,0.001,174.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149375,MEX,North America,Mexico,2020-02-20,,,,,,,,,,,,,,,,,,,,,,9017.0,177.0,0.071,0.001,172.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149376,MEX,North America,Mexico,2020-02-21,,,,,,,,,,,,,,,,,,,,,,9148.0,131.0,0.072,0.001,168.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149377,MEX,North America,Mexico,2020-02-22,,,,,,,,,,,,,,,,,,,,,,9201.0,53.0,0.073,0.0,164.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149378,MEX,North America,Mexico,2020-02-23,,,,,,,,,,,,,,,,,,,,,,9312.0,111.0,0.073,0.001,166.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,-2238.6,-1.73,-5.4,-17.766909
149379,MEX,North America,Mexico,2020-02-24,,,,,,,,,,,,,,,,,,,,,,9523.0,211.0,0.075,0.002,160.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149380,MEX,North America,Mexico,2020-02-25,,,,,,,,,,,,,,,,,,,,,,9789.0,266.0,0.077,0.002,162.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149381,MEX,North America,Mexico,2020-02-26,,,,,,,,,,,,,,,,,,,,,,9993.0,204.0,0.079,0.002,165.0,0.001,0.0,,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149382,MEX,North America,Mexico,2020-02-27,,,,,,,,,,,,,,,,,,,,,,10188.0,195.0,0.08,0.002,167.0,0.001,0.003,333.3,people tested,,,,,,,,,,,,,,0.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149383,MEX,North America,Mexico,2020-02-28,1.0,1.0,,,,,0.008,0.008,,,,,,,,,,,,,,10404.0,216.0,0.082,0.002,179.0,0.001,0.005,200.0,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149384,MEX,North America,Mexico,2020-02-29,4.0,3.0,,,,,0.031,0.024,,,,,,,,,,,,,,10488.0,84.0,0.083,0.001,184.0,0.001,0.006,166.7,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149385,MEX,North America,Mexico,2020-03-01,5.0,1.0,,,,,0.039,0.008,,,,,,,,,,,,,,10633.0,145.0,0.084,0.001,189.0,0.001,0.008,125.0,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,-3425.6,-2.36,-7.75,-27.18767
149386,MEX,North America,Mexico,2020-03-02,5.0,0.0,,,,,0.039,0.0,,,,,,,,,,,,,,10912.0,279.0,0.086,0.002,198.0,0.002,0.011,90.9,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149387,MEX,North America,Mexico,2020-03-03,5.0,0.0,,,,,0.039,0.0,,,,,,,,,,,,,,11197.0,285.0,0.088,0.002,201.0,0.002,0.017,58.8,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149388,MEX,North America,Mexico,2020-03-04,5.0,0.0,0.714,,,,0.039,0.0,0.006,,,,,,,,,,,,,11435.0,238.0,0.09,0.002,206.0,0.002,0.024,41.7,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149389,MEX,North America,Mexico,2020-03-05,5.0,0.0,0.714,,,,0.039,0.0,0.006,,,,,,,,,,,,,11662.0,227.0,0.092,0.002,211.0,0.002,0.028,35.7,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149390,MEX,North America,Mexico,2020-03-06,6.0,1.0,0.714,,,,0.047,0.008,0.006,,,,,,,,,,,,,11834.0,172.0,0.093,0.001,204.0,0.002,0.031,32.3,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149391,MEX,North America,Mexico,2020-03-07,6.0,0.0,0.286,,,,0.047,0.0,0.002,,,,,,,,,,,,,11912.0,78.0,0.094,0.001,203.0,0.002,0.035,28.6,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149392,MEX,North America,Mexico,2020-03-08,7.0,1.0,0.286,,,,0.055,0.008,0.002,,,,,,,,,,,,,12025.0,113.0,0.095,0.001,199.0,0.002,0.04,25.0,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,-4146.6,-2.59,-4.82,-32.90997
149393,MEX,North America,Mexico,2020-03-09,7.0,0.0,0.286,,,,0.055,0.0,0.002,,,,,,,,,,,,,12266.0,241.0,0.097,0.002,193.0,0.002,0.041,24.4,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149394,MEX,North America,Mexico,2020-03-10,7.0,0.0,0.286,,,,0.055,0.0,0.002,,,,,,,,,,,,,12521.0,255.0,0.099,0.002,189.0,0.001,0.048,20.8,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149395,MEX,North America,Mexico,2020-03-11,8.0,1.0,0.429,,,,0.063,0.008,0.003,,,,,,,,,,,,,12839.0,318.0,0.101,0.003,201.0,0.002,0.066,15.2,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149396,MEX,North America,Mexico,2020-03-12,12.0,4.0,1.0,,,,0.094,0.031,0.008,,,,,,,,,,,,,13222.0,383.0,0.104,0.003,223.0,0.002,0.079,12.7,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149397,MEX,North America,Mexico,2020-03-13,26.0,14.0,2.857,,,,0.204,0.11,0.022,,,,,,,,,,,,,13660.0,438.0,0.108,0.003,261.0,0.002,0.1,10.0,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149398,MEX,North America,Mexico,2020-03-14,41.0,15.0,5.0,,,,0.322,0.118,0.039,,,,,,,,,,,,,13882.0,222.0,0.11,0.002,281.0,0.002,0.116,8.6,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149399,MEX,North America,Mexico,2020-03-15,53.0,12.0,6.571,,,,0.416,0.094,0.052,,,,,,,,,,,,,14127.0,245.0,0.111,0.002,300.0,0.002,0.122,8.2,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,-4773.6,-2.73,-4.27,-37.886227
149400,MEX,North America,Mexico,2020-03-16,82.0,29.0,10.714,,,,0.643,0.227,0.084,,,,,,,,,,,,,14493.0,366.0,0.114,0.003,318.0,0.003,0.148,6.8,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149401,MEX,North America,Mexico,2020-03-17,93.0,11.0,12.286,,,,0.729,0.086,0.096,,,,,,,,,,,,,15212.0,719.0,0.12,0.006,384.0,0.003,0.155,6.5,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149402,MEX,North America,Mexico,2020-03-18,118.0,25.0,15.714,,,,0.925,0.196,0.123,,,,,,,,,,,,,15998.0,786.0,0.126,0.006,451.0,0.004,0.156,6.4,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
149403,MEX,North America,Mexico,2020-03-19,164.0,46.0,21.714,1.0,1.0,,1.286,0.361,0.17,0.008,0.008,,1.87,,,,,,,,,16838.0,840.0,0.133,0.007,517.0,0.004,0.167,6.0,people tested,,,,,,,,,,,,,,2.78,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,127504120.0,,,,
